City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Hong Kong,22.2855,114.1577,61.0,56,12,9.26,HK,1611881504
Mataura,-46.1927,168.8643,48.0,80,100,8.01,NZ,1611881456
Hervey Bay,-25.2986,152.8535,84.0,61,4,7.0,AU,1611881466
Comodoro Rivadavia,-45.8667,-67.5,64.4,33,70,11.01,AR,1611881624
Rexburg,43.826,-111.7897,35.85,84,100,9.42,US,1611881468
Rāvar,31.2656,56.8055,49.44,38,0,4.97,IR,1611881624
Hobart,-42.8794,147.3294,64.02,55,100,14.16,AU,1611881625
Manacapuru,-3.2997,-60.6206,75.2,94,75,1.14,BR,1611881350
Lewisburg,35.4492,-86.7889,28.24,93,0,5.41,US,1611881625
Red Bluff,40.1785,-122.2358,48.2,81,90,19.57,US,1611881625
Bukama,-9.2,25.85,68.41,93,100,1.7,CD,1611881625
Mehrān,33.1222,46.1646,59.27,48,0,10.6,IR,1611881625
Ponta do Sol,32.6667,-17.1,62.87,69,65,6.26,PT,1611881625
Kahului,20.8947,-156.47,80.6,54,40,25.32,US,1611881367
Rome,43.2128,-75.4557,8.19,93,83,8.19,US,1611881625
Saint Paul Harbor,57.79,-152.4072,33.8,80,90,21.85,US,1611881626
Mandurah,-32.55,115.7,71.01,61,0,13.89,AU,1611881626
Jamestown,42.097,-79.2353,19.0,86,90,19.57,US,1611881502
Storsteinnes,69.2408,19.2344,21.2,57,90,12.66,NO,1611881626
Betioky,-23.7167,44.3833,71.87,96,5,0.87,MG,1611881626
Cherepovets,59.1333,37.9,30.42,99,100,12.19,RU,1611881626
La Ronge,55.1001,-105.2842,6.8,85,100,6.91,CA,1611881626
Kilemary,56.7783,46.8659,13.33,97,100,6.69,RU,1611881626
Sajanan,37.0573,9.2426,60.8,82,20,6.91,TN,1611881626
Morondava,-20.2833,44.2833,79.95,83,81,6.96,MG,1611881627
Barcelos,41.5388,-8.6151,56.57,94,100,4.5,PT,1611881458
Inyonga,-6.7167,32.0667,63.32,91,100,2.82,TZ,1611881627
Bentiu,9.2333,29.8333,76.33,18,98,5.86,SS,1611881627
Adrar,20.5022,-10.0711,64.24,29,0,9.75,MR,1611881621
Hermanus,-34.4187,19.2345,62.01,76,4,6.02,ZA,1611881627
Beloha,-25.1667,45.05,74.34,94,7,3.53,MG,1611881627
Cockburn Town,21.4612,-71.1419,76.71,73,2,15.28,TC,1611881627
Tabou,4.423,-7.3528,77.11,89,0,4.14,CI,1611881627
Bodden Town,19.2833,-81.25,78.75,67,0,15.73,KY,1611881628
Raudeberg,61.9875,5.1352,33.06,87,97,20.78,NO,1611881568
Kununurra,-15.7667,128.7333,82.4,89,90,12.66,AU,1611881380
Kruisfontein,-34.0033,24.7314,57.0,89,0,4.68,ZA,1611881628
Taoudenni,22.6783,-3.9836,66.51,27,0,16.96,ML,1611881628
Suntar,62.1444,117.6319,-47.34,77,95,3.62,RU,1611881415
Ostrovnoy,68.0531,39.5131,2.46,89,100,17.69,RU,1611881628
Lompoc,34.6391,-120.4579,51.8,87,90,3.44,US,1611881629
Tahlequah,35.9154,-94.97,35.06,81,99,5.44,US,1611881386
Barrow,71.2906,-156.7887,-11.2,70,1,10.36,US,1611881516
Asău,46.4333,26.4,33.8,60,75,11.5,RO,1611881629
Río Gallegos,-51.6226,-69.2181,48.2,49,40,24.16,AR,1611881546
Jacareacanga,-6.2222,-57.7528,74.01,94,100,0.56,BR,1611881629
Pangody,65.85,74.4859,-30.28,84,100,8.72,RU,1611881559
Cayon,17.35,-62.7333,72.0,97,96,9.95,KN,1611881629
Kitama,-10.7167,39.7333,78.8,83,40,13.8,TZ,1611881630
Torbay,47.6666,-52.7314,22.12,91,91,11.63,CA,1611881630
Saint-Philippe,-21.3585,55.7679,77.0,69,0,5.75,RE,1611881630
Sur,22.5667,59.5289,60.73,57,0,1.16,OM,1611881630
Kralendijk,12.15,-68.2667,78.8,73,9,8.05,BQ,1611881630
Alofi,-19.0595,-169.9187,80.6,83,90,24.61,NU,1611881630
Bredasdorp,-34.5322,20.0403,55.4,82,1,5.75,ZA,1611881624
Tilichiki,60.4667,166.1,0.27,93,100,9.44,RU,1611881500
Tambo,-14.8,-73.9167,37.9,85,95,5.93,PE,1611881631
Kanata,45.3159,-75.8985,6.01,66,75,20.71,CA,1611881631
A Coruña,43.3713,-8.396,59.0,88,40,8.05,ES,1611881631
Chui,-33.6971,-53.4616,68.74,77,0,10.38,UY,1611881631
Nushki,29.5542,66.0215,40.5,49,13,1.66,PK,1611881487
Belfort,47.6333,6.8667,52.0,93,90,13.8,FR,1611881631
Kargasok,59.0556,80.8572,2.98,94,96,3.98,RU,1611881631
East London,-33.0153,27.9116,67.51,78,0,8.68,ZA,1611881632
Vila Velha,-20.3297,-40.2925,78.8,78,0,10.36,BR,1611881632
Ancud,-41.8697,-73.8203,57.2,77,75,3.44,CL,1611881632
Khatanga,71.9667,102.5,-43.42,73,0,2.28,RU,1611881632
Waipawa,-41.4122,175.5153,61.0,63,40,23.02,NZ,1611881632
Airai,-8.9266,125.4092,64.38,100,100,7.11,TL,1611881632
Abu Kamal,34.4506,40.9171,50.79,63,0,5.01,SY,1611881632
Rūdsar,37.1376,50.288,58.39,43,19,5.86,IR,1611881632
Bathsheba,13.2167,-59.5167,78.8,65,40,12.66,BB,1611881632
Avarua,-21.2078,-159.775,87.8,66,47,13.8,CK,1611881462
Olafsvik,64.8945,-23.7142,29.71,87,100,2.68,IS,1611881462
Sirte,31.2089,16.5887,60.22,76,85,13.98,LY,1611881633
Bucyrus,40.8084,-82.9755,21.99,63,90,9.22,US,1611881633
Amazar,53.858,120.875,-27.58,79,88,2.26,RU,1611881633
New Norfolk,-42.7826,147.0587,66.99,54,100,5.01,AU,1611881443
Codrington,-38.2667,141.9667,74.08,77,100,11.14,AU,1611881569
Amparafaravola,-17.5833,48.2167,65.97,94,0,1.3,MG,1611881633
Leningradskiy,69.3833,178.4167,-20.74,86,98,5.44,RU,1611881519
Srednekolymsk,67.45,153.6833,-19.17,87,100,8.59,RU,1611881634
Gamba,-2.65,10.0,77.27,89,100,4.76,GA,1611881634
Astoria,46.1879,-123.8313,48.2,66,40,4.61,US,1611881634
Oranjemund,-28.55,16.4333,61.9,79,0,18.14,NA,1611881634
Cañete,-37.8,-73.4,59.2,94,100,7.61,CL,1611881422
Correntina,-13.3433,-44.6367,70.9,63,0,0.6,BR,1611881634
Paita,-5.0892,-81.1144,75.04,79,75,10.36,PE,1611881634
Obama,35.4958,135.746,35.74,82,100,27.2,JP,1611881635
Kwinana,-32.25,115.7667,75.99,53,0,17.27,AU,1611881635
Fortuna,40.5982,-124.1573,48.99,93,90,0.29,US,1611881635
Karwar,14.8,74.1333,72.12,53,93,5.64,IN,1611881635
Russell,32.3502,-85.1999,48.2,60,1,8.05,US,1611881635
Iqaluit,63.7506,-68.5145,-4.45,84,0,17.16,CA,1611881635
Benicarló,40.4165,0.4271,57.99,65,78,1.01,ES,1611881635
Ol'ga,43.7444,135.2892,8.56,88,100,22.32,RU,1611881543
Bonavista,48.6499,-53.1147,24.01,93,100,5.75,CA,1611881636
Port Macquarie,-31.4333,152.9167,71.55,92,100,6.71,AU,1611881636
Kiryat Gat,31.61,34.7642,52.0,100,100,1.99,IL,1611881362
Tuktoyaktuk,69.4541,-133.0374,-31.0,75,20,5.75,CA,1611881636
Marabu,4.4148,114.0089,80.22,83,100,10.02,MY,1611881636
Belmonte,-15.8631,-38.8828,78.8,73,40,11.5,BR,1611881523
Pilar,-9.5972,-35.9567,75.2,94,75,4.61,BR,1611881636
Umm Hājar,13.2954,19.6966,68.58,20,0,10.11,TD,1611881636
Sigli,5.3848,95.9609,78.55,76,99,4.16,ID,1611881636
Cururupu,-1.8283,-44.8683,76.6,87,100,2.77,BR,1611881637
Placerville,38.7296,-120.7986,43.0,100,90,6.91,US,1611881637
Alice Springs,-23.7,133.8833,87.01,48,75,6.91,AU,1611881637
Kiama,-34.6833,150.8667,69.01,88,100,8.99,AU,1611881520
Qaqortoq,60.7167,-46.0333,40.1,65,100,15.9,GL,1611881637
Kamloops,50.6665,-120.3192,25.59,93,100,2.3,CA,1611881637
Vardø,70.3705,31.1107,23.32,90,100,24.16,NO,1611881637
Geraldton,-28.7667,114.6,82.89,43,0,19.33,AU,1611881638
Bonthe,7.5264,-12.505,77.34,84,0,1.86,SL,1611881638
Viedma,-40.8135,-62.9967,64.99,52,100,1.01,AR,1611881474
Halifax,44.6453,-63.5724,28.4,80,40,9.22,CA,1611881457
Codajás,-3.8367,-62.0569,74.62,96,89,2.57,BR,1611881590
Yulara,-25.2406,130.9889,86.0,39,100,16.11,AU,1611881638
Aitape,-3.1374,142.3475,85.3,68,13,4.74,PG,1611881638
Hithadhoo,-0.6,73.0833,81.75,72,5,9.53,MV,1611881639
Port Hardy,50.6996,-127.4199,38.01,77,0,3.15,CA,1611881639
Senovo,46.0236,15.4769,39.0,81,75,5.75,SI,1611881639
Visnes,59.3556,5.2242,33.01,64,75,13.8,NO,1611881639
Clarksville,36.5298,-87.3595,30.0,64,1,4.61,US,1611881521
Lugaşu de Jos,47.0667,22.35,30.78,96,100,15.17,RO,1611881640
Berlevåg,70.8578,29.0864,23.34,92,100,24.02,NO,1611881518
Tarauacá,-8.1614,-70.7656,74.95,92,100,2.66,BR,1611881530
Barcelona,41.3888,2.159,55.83,76,100,5.86,ES,1611881579
Madimba,-10.4,40.3333,78.8,83,40,13.8,TZ,1611881640
Nagato,34.3833,131.2,33.44,86,94,25.3,JP,1611881640
Plouzané,48.3833,-4.6167,51.22,86,6,25.5,FR,1611881640
Adeje,28.1227,-16.726,60.8,77,0,3.44,ES,1611881640
Havelock,34.8791,-76.9013,31.68,93,0,10.45,US,1611881641
Nikolskoye,59.7035,30.7861,25.56,98,100,5.1,RU,1611881624
Leonidovo,49.2833,142.8667,3.67,87,100,2.66,RU,1611881641
Westport,41.1415,-73.3579,24.8,42,1,11.5,US,1611881641
Samaná,19.2056,-69.3369,72.68,84,2,1.3,DO,1611881581
Port Elizabeth,-33.918,25.5701,64.6,76,0,5.77,ZA,1611881641
Vao,-22.6667,167.4833,76.23,81,64,20.49,NC,1611881641
Fjerritslev,57.0813,9.2664,26.01,93,75,4.32,DK,1611881641
Severo-Kuril'sk,50.6789,156.125,28.38,91,90,7.31,RU,1611881467
Goderich,43.7501,-81.7165,21.2,86,100,21.85,CA,1611881601
Arraial do Cabo,-22.9661,-42.0278,77.5,83,9,24.25,BR,1611881642
Puerto El Triunfo,13.2833,-88.55,77.0,78,0,3.44,SV,1611881642
Anadyr,64.75,177.4833,0.0,71,20,8.95,RU,1611881642
Santa Cruz de La Palma,28.6835,-17.7642,67.87,55,0,5.12,ES,1611881530
Salalah,17.0151,54.0924,68.0,64,0,2.3,OM,1611881642
Nchelenge,-9.3451,28.734,71.28,79,100,4.36,ZM,1611881642
Bulalacao,12.3254,121.3435,77.99,67,92,29.12,PH,1611881642
Kaminoyama,38.1539,140.2736,37.0,93,75,10.36,JP,1611881643
Ushibukamachi,32.1906,130.0228,38.35,85,100,26.28,JP,1611881643
Kitgum,3.2783,32.8867,72.99,39,0,5.03,UG,1611881643
Plettenberg Bay,-34.0527,23.3716,61.5,76,0,5.21,ZA,1611881643
Chipinge,-20.1883,32.6236,64.26,98,100,4.38,ZW,1611881418
Namatanai,-3.6667,152.4333,86.02,67,100,8.68,PG,1611881643
Kuril'sk,45.2333,147.8833,24.53,89,100,9.95,RU,1611881643
Ponta Delgada,37.7333,-25.6667,64.0,94,75,25.32,PT,1611881643
Koslan,63.4564,48.8989,3.24,93,100,8.9,RU,1611881643
Dingle,10.9995,122.6711,77.22,83,73,13.02,PH,1611881486
Inhambane,-23.865,35.3833,78.48,84,12,3.69,MZ,1611881470
Tual,-5.6667,132.75,83.55,75,8,13.29,ID,1611881644
Gravdal,68.1214,13.5031,24.42,89,0,9.19,NO,1611881644
Kutum,14.2,24.6667,55.08,29,1,8.19,SD,1611881644
Evanston,42.0411,-87.6901,21.2,45,1,3.44,US,1611881447
Lakselv,70.0513,24.9718,11.43,89,100,7.11,NO,1611881644
Marilândia,-19.4128,-40.5417,71.71,87,0,1.88,BR,1611881529
Chiang Khong,20.2613,100.4046,70.0,100,97,1.77,TH,1611881644
Birnin Kebbi,12.4539,4.1975,72.93,19,0,14.76,NG,1611881645
Provideniya,64.3833,-173.3,10.4,72,0,17.9,RU,1611881484
Mar del Plata,-38.0023,-57.5575,68.58,73,100,14.27,AR,1611881645
Price,39.5994,-110.8107,33.8,55,1,3.44,US,1611881645
Praia da Vitória,38.7333,-27.0667,66.2,82,75,40.38,PT,1611881400
Jiwani,25.05,61.7417,64.89,47,0,2.95,PK,1611881645
Naryan-Mar,67.6713,53.087,-32.4,82,6,9.01,RU,1611881645
Pleasanton,37.6624,-121.8747,50.52,78,91,3.94,US,1611881645
Beringovskiy,63.05,179.3167,-1.28,91,100,21.77,RU,1611881646
Port-Cartier,50.0334,-66.8654,11.3,93,97,6.51,CA,1611881646
Chernyshevskiy,63.0128,112.4714,-44.01,81,63,3.09,RU,1611881646
Strezhevoy,60.7333,77.5889,-13.0,77,20,6.71,RU,1611881646
Hamilton,39.1834,-84.5333,27.0,68,0,4.74,US,1611881590
Shenjiamen,29.9576,122.298,39.88,66,0,12.41,CN,1611881646
Araouane,18.9048,-3.5265,66.79,22,0,10.4,ML,1611881646
Kyra,49.5776,111.9753,-5.3,83,100,7.25,RU,1611881646
Çanakkale Province,40.0833,26.8333,30.2,86,0,4.61,TR,1611881647
Sibu,2.3,111.8167,75.2,100,40,3.44,MY,1611881647
Tooele,40.5308,-112.2983,51.8,46,1,21.85,US,1611881647
Tromsø,69.6496,18.957,21.2,58,75,4.61,NO,1611881647
Laguna,38.421,-121.4238,49.93,89,100,13.56,US,1611881647
Yumen,40.2833,97.2,19.99,75,0,15.66,CN,1611881574
Palana,59.1167,159.9667,-3.86,95,97,7.23,RU,1611881596
Nacala,-14.5428,40.6728,77.45,86,98,3.71,MZ,1611881647
Sitka,57.0531,-135.33,35.6,64,75,6.91,US,1611881482
North Bend,43.4065,-124.2243,48.2,76,75,6.91,US,1611881648
Ketchikan,55.3422,-131.6461,28.4,64,1,4.61,US,1611881648
Mali,12.079,-12.2982,60.24,28,5,1.97,GN,1611881648
Narsaq,60.9167,-46.05,46.4,29,75,26.46,GL,1611881553
Kropotkin,45.4375,40.5756,35.67,84,100,8.05,RU,1611881648
Cabedelo,-6.9811,-34.8339,80.6,78,75,6.91,BR,1611881648
Lengshuijiang,27.6881,111.4294,45.48,58,0,0.51,CN,1611881648
Coahuayana Viejo,18.7333,-103.6833,76.39,68,3,2.64,MX,1611881648
Esperance,-33.8667,121.9,66.2,63,40,6.91,AU,1611881494
San Patricio,28.017,-97.5169,59.0,63,1,10.36,US,1611881649
Gusau,12.1628,6.6614,66.6,23,13,11.12,NG,1611881649
Nanortalik,60.1432,-45.2371,31.42,91,100,8.63,GL,1611881649
Makakilo City,21.3469,-158.0858,80.6,54,75,12.66,US,1611881578
Bandarbeyla,9.4942,50.8122,71.96,81,12,14.47,SO,1611881649
Salym,60.0625,71.4789,4.93,95,94,4.81,RU,1611881649
Port-Gentil,-0.7193,8.7815,79.81,77,100,5.23,GA,1611881649
Methóni,36.8197,21.7049,46.0,86,97,3.44,GR,1611881650
Upernavik,72.7868,-56.1549,-12.57,86,0,11.32,GL,1611881650
Mattru,7.6244,-11.8332,74.91,85,0,0.45,SL,1611881650
Te Anau,-45.4167,167.7167,51.85,63,81,2.48,NZ,1611881408
Saint-Augustin,51.226,-58.6502,11.97,93,0,7.87,CA,1611881650
Mehamn,71.0357,27.8492,22.14,92,100,22.06,NO,1611881650
Akonolinga,3.7667,12.25,69.1,89,100,2.17,CM,1611881650
Bontang,0.1333,117.5,78.53,82,100,3.91,ID,1611881650
Sambava,-14.2667,50.1667,76.41,88,74,4.43,MG,1611881650
Baghmara,23.795,86.2085,52.88,42,0,3.47,IN,1611881651
Zheleznodorozhnyy,55.7503,38.0042,34.0,93,90,11.18,RU,1611881651
Chapais,49.7834,-74.8492,-5.8,77,90,8.05,CA,1611881590
Lermontovka,47.1453,134.3383,-7.24,87,100,8.48,RU,1611881651
Valparaíso,-33.0393,-71.6273,73.4,49,0,10.36,CL,1611881431
Marzuq,14.4,46.4667,55.13,39,0,3.49,YE,1611881502
Erenhot,43.6475,111.9767,10.6,88,0,16.37,CN,1611881651
Falkenberg,56.9055,12.4912,26.56,93,0,9.89,SE,1611881651
Mogadishu,2.0371,45.3438,76.24,80,0,19.13,SO,1611881431
Batagay-Alyta,67.8006,130.4114,-40.58,80,4,1.23,RU,1611881652
Sibolga,1.7427,98.7792,76.91,68,100,3.85,ID,1611881652
Arlit,18.7369,7.3853,59.13,34,0,4.23,NE,1611881652
Tokmak,47.2514,35.7058,33.08,89,100,20.22,UA,1611881652
Muros,42.7762,-9.0603,59.0,92,100,13.0,ES,1611881652
Zile,40.3031,35.8864,28.4,86,40,3.44,TR,1611881652
Pangnirtung,66.1451,-65.7125,3.69,72,0,3.09,CA,1611881653
Ugoofaaru,5.6667,73.0,80.67,57,0,7.34,MV,1611881653
Talaya,61.3833,152.75,-25.53,81,100,5.17,RU,1611881653
Ca Mau,9.1769,105.15,77.54,69,21,11.81,VN,1611881653
Kavieng,-2.5744,150.7967,84.97,71,100,10.29,PG,1611881487
Columbus,39.9612,-82.9988,23.7,83,17,8.81,US,1611881461
Deputatsky,69.3,139.9,-36.38,81,100,2.82,RU,1611881653
Doha,25.2867,51.5333,63.79,72,3,7.45,QA,1611881429
Leeton,-34.5667,146.4,69.8,83,90,17.27,AU,1611881653
Gondang,-7.0109,111.3189,76.35,91,100,10.22,ID,1611881654
Vila Franca do Campo,37.7167,-25.4333,63.3,89,100,29.42,PT,1611881654
Lamar,33.6668,-95.5836,41.0,65,1,4.61,US,1611881654
Castro,-24.7911,-50.0119,65.8,95,100,3.51,BR,1611881654
Marin,38.0666,-122.7344,55.4,62,1,6.91,US,1611881654
Flin Flon,54.7682,-101.865,5.0,85,90,8.05,CA,1611881654
Douentza,14.9951,-2.9517,63.59,21,0,4.59,ML,1611881654
Katav-Ivanovsk,54.7531,58.1956,24.98,89,100,4.05,RU,1611881654
Samarai,-10.6167,150.6667,85.41,67,79,6.73,PG,1611881655
Bengkulu,-3.8004,102.2655,76.06,86,99,9.57,ID,1611881655
Kudahuvadhoo,2.6708,72.8944,80.17,80,80,13.82,MV,1611881655
Muisne,0.6,-80.0333,78.8,89,75,3.44,EC,1611881655
Idrinskoye,54.3708,92.1358,21.74,96,100,5.28,RU,1611881655
Bismarck,46.8083,-100.7837,15.8,79,1,9.22,US,1611881641
Kaitangata,-46.2817,169.8464,51.13,73,100,12.17,NZ,1611881655
Boddam,57.4667,-1.7833,37.4,100,90,13.8,GB,1611881656
Padilla,3.2204,-76.3139,68.99,76,100,2.62,CO,1611881656
Yangi Marg`ilon,40.4272,71.7189,28.4,59,0,6.91,UZ,1611881656
Byron Bay,-28.65,153.6167,80.6,65,40,10.36,AU,1611881656
Vung Tau,10.346,107.0843,75.49,70,39,7.61,VN,1611881656
Maceió,-9.6658,-35.7353,78.24,79,42,8.66,BR,1611881613
Kavaratti,10.5669,72.642,80.11,68,1,6.76,IN,1611881555
Aktas,49.7789,72.9608,14.14,90,38,3.69,KZ,1611881656
Saint Anthony,45.0205,-93.218,21.2,63,90,5.75,US,1611881656
El Batey,19.7667,-70.5167,77.0,83,40,3.33,DO,1611881657
Carutapera,-1.195,-46.02,78.91,82,100,5.79,BR,1611881657
Cornwall,45.0181,-74.7281,2.1,92,91,9.64,CA,1611881603
Dzaoudzi,-12.7887,45.2699,80.6,83,20,4.61,YT,1611881657
Mossamedes,-15.1961,12.1522,72.82,76,100,4.43,AO,1611881650
Praia,14.9215,-23.5087,69.8,64,0,11.5,CV,1611881657
Kalulushi,-12.8378,28.0919,64.0,94,99,5.01,ZM,1611881657
Wanning,18.8003,110.3967,67.1,75,51,12.17,CN,1611881657
Morón,-34.6534,-58.6198,80.78,54,100,4.94,AR,1611881657
Huarmey,-10.0681,-78.1522,71.01,81,48,6.04,PE,1611881565
Hofn,64.2539,-15.2082,28.6,90,98,7.14,IS,1611881658
Mina,26.0011,-100.5299,62.6,36,20,13.8,MX,1611881658
